groupins for DFSP,Sex,"Race and origin recode (NHW, NHB, NHAIAN, NHAPI, Hispanic)",Year of diagnosis sebaceous carcinoma,SEER registry,Age-Adjusted Rate,Standard Error,Lower Confidence Interval,Upper Confidence Interval,Count,Rate Ratio,Ratio Lower Confidence Interval,Ratio Upper Confidence Interval,Ratio P-Value,Population
70-79,Male,Non-Hispanic Black,2000-2021,San Francisco-Oakland SMSA,0,~,0,2.11,0, , , , ,179730
70-79,Male,Non-Hispanic Black,2000-2021,Connecticut,0,~,0,3.07,0, , , , ,124060
70-79,Male,Non-Hispanic Black,2000-2021,Hawaii,0,~,0,51.51,0, , , , ,7675
70-79,Male,Non-Hispanic Black,2000-2021,Iowa,0,~,0,17.84,0, , , , ,21676
70-79,Male,Non-Hispanic Black,2000-2021,New Mexico,0,~,0,20.19,0, , , , ,19036
70-79,Male,Non-Hispanic Black,2000-2021,Seattle (Puget Sound),3.51,2.48,0.42,12.12,2, , , , ,69184
70-79,Male,Non-Hispanic Black,2000-2021,Utah,0,~,0,70.13,0, , , , ,5467
70-79,Male,Non-Hispanic Black,2000-2021,Atlanta (Metropolitan),0.25,0.25,0.01,1.59,1, , , , ,338897
70-79,Male,Non-Hispanic Black,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
70-79,Male,Non-Hispanic Black,2000-2021,San Jose-Monterey,0,~,0,15.33,0, , , , ,24923
70-79,Male,Non-Hispanic Black,2000-2021,Los Angeles,0.22,0.22,0.01,1.32,1, , , , ,409785
70-79,Male,Non-Hispanic Black,2000-2021,Rural Georgia,0,~,0,17.16,0, , , , ,22569
70-79,Male,Non-Hispanic Black,2000-2021,California excluding SF/SJM/LA,0,~,0,1.03,0, , , , ,371837
70-79,Male,Non-Hispanic Black,2000-2021,Kentucky,0,~,0,3.17,0, , , , ,120505
70-79,Male,Non-Hispanic Black,2000-2021,Louisiana,0.5,0.29,0.1,1.51,3, , , , ,538590
70-79,Male,Non-Hispanic Black,2000-2021,New Jersey,0.83,0.42,0.22,2.17,4, , , , ,462045
70-79,Male,Non-Hispanic Black,2000-2021,Greater Georgia,0.16,0.16,0,1,1, , , , ,537226
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,San Francisco-Oakland SMSA,0,~,0,59.93,0, , , , ,6513
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Connecticut,0,~,0,115.48,0, , , , ,3391
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Hawaii,80.74,80.74,2.04,421.38,1, , , , ,1494
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Iowa,35.13,35.13,0.89,219.11,1, , , , ,2453
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,New Mexico,0,~,0,6.36,0, , , , ,60024
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Seattle (Puget Sound),5.76,5.76,0.15,29.77,1, , , , ,21873
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Utah,0,~,0,57.8,0, , , , ,6729
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Atlanta (Metropolitan),0,~,0,170.89,0, , , , ,2405
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Alaska Natives,0,~,0,10.43,0, , , , ,36986
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,San Jose-Monterey,0,~,0,92.77,0, , , , ,4085
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Los Angeles,0,~,0,26.36,0, , , , ,14384
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Rural Georgia,0,~,0,2433.18,0, , , , ,181
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,California excluding SF/SJM/LA,1.63,1.63,0.04,8.53,1, , , , ,73104
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Kentucky,0,~,0,82.22,0, , , , ,4786
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Louisiana,0,~,0,31.8,0, , , , ,12289
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,New Jersey,0,~,0,49.75,0, , , , ,7722
70-79,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Greater Georgia,14.98,14.98,0.38,77.45,1, , , , ,8375
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,San Francisco-Oakland SMSA,0.49,0.29,0.1,1.45,3, , , , ,600401
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Connecticut,0,~,0,8.78,0, , , , ,43761
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Hawaii,2.75,0.69,1.57,4.46,16, , , , ,602649
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Iowa,0,~,0,30.03,0, , , , ,13001
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,New Mexico,0,~,0,34.25,0, , , , ,11389
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Seattle (Puget Sound),0.46,0.46,0.01,2.77,1, , , , ,194370
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Utah,3.84,3.84,0.1,23.37,1, , , , ,23013
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Atlanta (Metropolitan),3.96,2.31,0.8,11.81,3, , , , ,74603
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,San Jose-Monterey,0.71,0.5,0.08,2.56,2, , , , ,286614
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Los Angeles,1.03,0.36,0.44,2.02,8, , , , ,818196
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Rural Georgia,0,~,0,2046.32,0, , , , ,192
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,California excluding SF/SJM/LA,0.76,0.29,0.31,1.57,7, , , , ,975527
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Kentucky,0,~,0,28.04,0, , , , ,14012
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Louisiana,0,~,0,15.09,0, , , , ,25906
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,New Jersey,0,~,0,1.26,0, , , , ,306130
70-79,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Greater Georgia,0,~,0,10.77,0, , , , ,36084
70-79,Male,Hispanic (All Races),2000-2021,San Francisco-Oakland SMSA,2.81,1.15,1.03,6.1,6, , , , ,224695
70-79,Male,Hispanic (All Races),2000-2021,Connecticut,0,~,0,3.88,0, , , , ,99919
70-79,Male,Hispanic (All Races),2000-2021,Hawaii,0,~,0,14.65,0, , , , ,26136
70-79,Male,Hispanic (All Races),2000-2021,Iowa,0,~,0,18.43,0, , , , ,21000
70-79,Male,Hispanic (All Races),2000-2021,New Mexico,0.23,0.23,0.01,1.34,1, , , , ,401838
70-79,Male,Hispanic (All Races),2000-2021,Seattle (Puget Sound),0,~,0,7.2,0, , , , ,54353
70-79,Male,Hispanic (All Races),2000-2021,Utah,4.34,3.07,0.53,15.06,2, , , , ,54636
70-79,Male,Hispanic (All Races),2000-2021,Atlanta (Metropolitan),2.06,2.06,0.05,12.96,1, , , , ,41498
70-79,Male,Hispanic (All Races),2000-2021,Alaska Natives,0,~,0,691.65,0, , , , ,579
70-79,Male,Hispanic (All Races),2000-2021,San Jose-Monterey,0.62,0.62,0.02,3.29,1, , , , ,183920
70-79,Male,Hispanic (All Races),2000-2021,Los Angeles,1.5,0.36,0.89,2.39,18, , , , ,1177423
70-79,Male,Hispanic (All Races),2000-2021,Rural Georgia,0,~,0,397.41,0, , , , ,931
70-79,Male,Hispanic (All Races),2000-2021,California excluding SF/SJM/LA,0.83,0.22,0.45,1.39,14, , , , ,1732181
70-79,Male,Hispanic (All Races),2000-2021,Kentucky,0,~,0,18.93,0, , , , ,20213
70-79,Male,Hispanic (All Races),2000-2021,Louisiana,3.6,2.56,0.43,13.07,2, , , , ,56860
70-79,Male,Hispanic (All Races),2000-2021,New Jersey,1.32,0.59,0.42,3.04,5, , , , ,424426
70-79,Male,Hispanic (All Races),2000-2021,Greater Georgia,0,~,0,6.48,0, , , , ,60036
70-79,Male,Non-Hispanic Unknown Race,2000-2021,San Francisco-Oakland SMSA,~,~,~,~,4, , , , ,0
70-79,Male,Non-Hispanic Unknown Race,2000-2021,Connecticut,~,~,~,~,1, , , , ,0
70-79,Male,Non-Hispanic Unknown Race,2000-2021,Hawaii,~,~,~,~,1, , , , ,0
70-79,Male,Non-Hispanic Unknown Race,2000-2021,Iowa,~,~,~,~,0, , , , ,0
70-79,Male,Non-Hispanic Unknown Race,2000-2021,New Mexico,~,~,~,~,0, , , , ,0
70-79,Male,Non-Hispanic Unknown Race,2000-2021,Seattle (Puget Sound),~,~,~,~,1, , , , ,0
70-79,Male,Non-Hispanic Unknown Race,2000-2021,Utah,~,~,~,~,1, , , , ,0
70-79,Male,Non-Hispanic Unknown Race,2000-2021,Atlanta (Metropolitan),~,~,~,~,0, , , , ,0
70-79,Male,Non-Hispanic Unknown Race,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
70-79,Male,Non-Hispanic Unknown Race,2000-2021,San Jose-Monterey,~,~,~,~,5, , , , ,0
70-79,Male,Non-Hispanic Unknown Race,2000-2021,Los Angeles,~,~,~,~,4, , , , ,0
70-79,Male,Non-Hispanic Unknown Race,2000-2021,Rural Georgia,~,~,~,~,0, , , , ,0
70-79,Male,Non-Hispanic Unknown Race,2000-2021,California excluding SF/SJM/LA,~,~,~,~,20, , , , ,0
70-79,Male,Non-Hispanic Unknown Race,2000-2021,Kentucky,~,~,~,~,1, , , , ,0
70-79,Male,Non-Hispanic Unknown Race,2000-2021,Louisiana,~,~,~,~,0, , , , ,0
70-79,Male,Non-Hispanic Unknown Race,2000-2021,New Jersey,~,~,~,~,2, , , , ,0
70-79,Male,Non-Hispanic Unknown Race,2000-2021,Greater Georgia,~,~,~,~,1, , , , ,0
70-79,Female,Non-Hispanic White,2000-2021,San Francisco-Oakland SMSA,0.72,0.21,0.37,1.26,12, , , , ,1658394
70-79,Female,Non-Hispanic White,2000-2021,Connecticut,0.39,0.13,0.18,0.74,9, , , , ,2320874
70-79,Female,Non-Hispanic White,2000-2021,Hawaii,2.58,1.06,0.94,5.63,6, , , , ,235703
70-79,Female,Non-Hispanic White,2000-2021,Iowa,1.3,0.24,0.88,1.86,30, , , , ,2309313
70-79,Female,Non-Hispanic White,2000-2021,New Mexico,0.23,0.16,0.03,0.82,2, , , , ,885231
70-79,Female,Non-Hispanic White,2000-2021,Seattle (Puget Sound),1.32,0.23,0.91,1.86,33, , , , ,2533534
70-79,Female,Non-Hispanic White,2000-2021,Utah,1.53,0.35,0.92,2.38,19, , , , ,1249875
70-79,Female,Non-Hispanic White,2000-2021,Atlanta (Metropolitan),1.13,0.34,0.57,2.03,11, , , , ,980593
70-79,Female,Non-Hispanic White,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
70-79,Female,Non-Hispanic White,2000-2021,San Jose-Monterey,1.37,0.4,0.71,2.39,12, , , , ,877815
70-79,Female,Non-Hispanic White,2000-2021,Los Angeles,1.19,0.21,0.81,1.69,31, , , , ,2596506
70-79,Female,Non-Hispanic White,2000-2021,Rural Georgia,0,~,0,4.92,0, , , , ,76204
70-79,Female,Non-Hispanic White,2000-2021,California excluding SF/SJM/LA,1.01,0.11,0.81,1.24,91, , , , ,8977755
70-79,Female,Non-Hispanic White,2000-2021,Kentucky,0.58,0.14,0.34,0.93,17, , , , ,3021687
70-79,Female,Non-Hispanic White,2000-2021,Louisiana,1.36,0.24,0.92,1.93,31, , , , ,2308871
70-79,Female,Non-Hispanic White,2000-2021,New Jersey,0.64,0.11,0.44,0.91,32, , , , ,4988598
70-79,Female,Non-Hispanic White,2000-2021,Greater Georgia,0.74,0.15,0.47,1.1,24, , , , ,3286498
70-79,Female,Non-Hispanic Black,2000-2021,San Francisco-Oakland SMSA,0.83,0.59,0.1,2.99,2, , , , ,243399
70-79,Female,Non-Hispanic Black,2000-2021,Connecticut,0,~,0,2,0, , , , ,187346
70-79,Female,Non-Hispanic Black,2000-2021,Hawaii,0,~,0,75.31,0, , , , ,5009
70-79,Female,Non-Hispanic Black,2000-2021,Iowa,0,~,0,14.46,0, , , , ,25942
70-79,Female,Non-Hispanic Black,2000-2021,New Mexico,0,~,0,19.43,0, , , , ,19175
70-79,Female,Non-Hispanic Black,2000-2021,Seattle (Puget Sound),1.19,1.19,0.03,7.08,1, , , , ,76242
70-79,Female,Non-Hispanic Black,2000-2021,Utah,0,~,0,66.05,0, , , , ,5619
70-79,Female,Non-Hispanic Black,2000-2021,Atlanta (Metropolitan),0.17,0.17,0,1.01,1, , , , ,530881
70-79,Female,Non-Hispanic Black,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
70-79,Female,Non-Hispanic Black,2000-2021,San Jose-Monterey,0,~,0,13.54,0, , , , ,27720
70-79,Female,Non-Hispanic Black,2000-2021,Los Angeles,0.34,0.24,0.04,1.24,2, , , , ,589026
70-79,Female,Non-Hispanic Black,2000-2021,Rural Georgia,0,~,0,10.44,0, , , , ,35729
70-79,Female,Non-Hispanic Black,2000-2021,California excluding SF/SJM/LA,0,~,0,0.83,0, , , , ,455635
70-79,Female,Non-Hispanic Black,2000-2021,Kentucky,0,~,0,2.15,0, , , , ,173126
70-79,Female,Non-Hispanic Black,2000-2021,Louisiana,0.53,0.27,0.14,1.36,4, , , , ,790059
70-79,Female,Non-Hispanic Black,2000-2021,New Jersey,0.13,0.13,0,0.76,1, , , , ,719249
70-79,Female,Non-Hispanic Black,2000-2021,Greater Georgia,0.14,0.14,0,0.74,1, , , , ,804087
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,San Francisco-Oakland SMSA,0,~,0,48.5,0, , , , ,7800
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Connecticut,0,~,0,86.55,0, , , , ,4272
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Hawaii,0,~,0,314.32,0, , , , ,1253
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Iowa,30.1,30.1,0.76,181.44,1, , , , ,2967
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,New Mexico,1.08,1.08,0.03,6.34,1, , , , ,85275
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Seattle (Puget Sound),4.29,4.29,0.11,22.52,1, , , , ,27568
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Utah,0,~,0,43.4,0, , , , ,8728
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Atlanta (Metropolitan),0,~,0,138.43,0, , , , ,2683
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Alaska Natives,2.07,2.07,0.05,12.29,1, , , , ,43938
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,San Jose-Monterey,0,~,0,76.34,0, , , , ,4918
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Los Angeles,10.46,7.4,1.27,39.38,2, , , , ,17435
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Rural Georgia,0,~,0,1954.49,0, , , , ,190
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,California excluding SF/SJM/LA,0,~,0,4.4,0, , , , ,86515
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Kentucky,0,~,0,80.61,0, , , , ,4782
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Louisiana,0,~,0,27.23,0, , , , ,13968
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,New Jersey,0,~,0,36.68,0, , , , ,10141
70-79,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Greater Georgia,0,~,0,47.02,0, , , , ,8238
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,San Francisco-Oakland SMSA,1.01,0.36,0.44,2,8, , , , ,785504
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Connecticut,0,~,0,7.48,0, , , , ,51466
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Hawaii,0.64,0.29,0.21,1.5,5, , , , ,775100
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Iowa,0,~,0,22.23,0, , , , ,17342
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,New Mexico,0,~,0,21.2,0, , , , ,17984
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Seattle (Puget Sound),0.8,0.57,0.1,2.81,2, , , , ,277786
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Utah,0,~,0,12.63,0, , , , ,30106
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Atlanta (Metropolitan),0,~,0,4.67,0, , , , ,82620
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,San Jose-Monterey,0.9,0.52,0.18,2.58,3, , , , ,361107
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Los Angeles,0.59,0.24,0.22,1.27,6, , , , ,1066670
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Rural Georgia,0,~,0,1041.53,0, , , , ,370
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,California excluding SF/SJM/LA,0.5,0.21,0.18,1.09,6, , , , ,1275062
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Kentucky,4.18,4.18,0.11,25.74,1, , , , ,20878
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Louisiana,3.7,3.7,0.09,19.53,1, , , , ,31295
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,New Jersey,0.32,0.32,0.01,1.71,1, , , , ,356233
70-79,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Greater Georgia,1.78,1.78,0.04,10.78,1, , , , ,49903
70-79,Female,Hispanic (All Races),2000-2021,San Francisco-Oakland SMSA,0.61,0.43,0.07,2.24,2, , , , ,313901
70-79,Female,Hispanic (All Races),2000-2021,Connecticut,0,~,0,2.77,0, , , , ,137015
70-79,Female,Hispanic (All Races),2000-2021,Hawaii,0,~,0,11.49,0, , , , ,32985
70-79,Female,Hispanic (All Races),2000-2021,Iowa,0,~,0,16.13,0, , , , ,23550
70-79,Female,Hispanic (All Races),2000-2021,New Mexico,0.64,0.37,0.13,1.87,3, , , , ,481975
70-79,Female,Hispanic (All Races),2000-2021,Seattle (Puget Sound),3.15,2.25,0.37,11.44,2, , , , ,65666
70-79,Female,Hispanic (All Races),2000-2021,Utah,0,~,0,5.75,0, , , , ,66094
70-79,Female,Hispanic (All Races),2000-2021,Atlanta (Metropolitan),0,~,0,6.88,0, , , , ,55572
70-79,Female,Hispanic (All Races),2000-2021,Alaska Natives,0,~,0,795.44,0, , , , ,480
70-79,Female,Hispanic (All Races),2000-2021,San Jose-Monterey,1.33,0.77,0.27,3.86,3, , , , ,234225
70-79,Female,Hispanic (All Races),2000-2021,Los Angeles,0.68,0.21,0.34,1.21,11, , , , ,1650297
70-79,Female,Hispanic (All Races),2000-2021,Rural Georgia,0,~,0,540.94,0, , , , ,685
70-79,Female,Hispanic (All Races),2000-2021,California excluding SF/SJM/LA,1.16,0.23,0.75,1.72,25, , , , ,2170977
70-79,Female,Hispanic (All Races),2000-2021,Kentucky,0,~,0,16.93,0, , , , ,22120
70-79,Female,Hispanic (All Races),2000-2021,Louisiana,0,~,0,5.18,0, , , , ,71840
70-79,Female,Hispanic (All Races),2000-2021,New Jersey,1.21,0.46,0.48,2.5,7, , , , ,580167
70-79,Female,Hispanic (All Races),2000-2021,Greater Georgia,0,~,0,5.59,0, , , , ,68015
70-79,Female,Non-Hispanic Unknown Race,2000-2021,San Francisco-Oakland SMSA,~,~,~,~,0, , , , ,0
70-79,Female,Non-Hispanic Unknown Race,2000-2021,Connecticut,~,~,~,~,0, , , , ,0
70-79,Female,Non-Hispanic Unknown Race,2000-2021,Hawaii,~,~,~,~,2, , , , ,0
70-79,Female,Non-Hispanic Unknown Race,2000-2021,Iowa,~,~,~,~,1, , , , ,0
70-79,Female,Non-Hispanic Unknown Race,2000-2021,New Mexico,~,~,~,~,1, , , , ,0
70-79,Female,Non-Hispanic Unknown Race,2000-2021,Seattle (Puget Sound),~,~,~,~,1, , , , ,0
70-79,Female,Non-Hispanic Unknown Race,2000-2021,Utah,~,~,~,~,0, , , , ,0
70-79,Female,Non-Hispanic Unknown Race,2000-2021,Atlanta (Metropolitan),~,~,~,~,0, , , , ,0
70-79,Female,Non-Hispanic Unknown Race,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
70-79,Female,Non-Hispanic Unknown Race,2000-2021,San Jose-Monterey,~,~,~,~,1, , , , ,0
70-79,Female,Non-Hispanic Unknown Race,2000-2021,Los Angeles,~,~,~,~,4, , , , ,0
70-79,Female,Non-Hispanic Unknown Race,2000-2021,Rural Georgia,~,~,~,~,0, , , , ,0
70-79,Female,Non-Hispanic Unknown Race,2000-2021,California excluding SF/SJM/LA,~,~,~,~,12, , , , ,0
70-79,Female,Non-Hispanic Unknown Race,2000-2021,Kentucky,~,~,~,~,0, , , , ,0
70-79,Female,Non-Hispanic Unknown Race,2000-2021,Louisiana,~,~,~,~,0, , , , ,0
70-79,Female,Non-Hispanic Unknown Race,2000-2021,New Jersey,~,~,~,~,3, , , , ,0
70-79,Female,Non-Hispanic Unknown Race,2000-2021,Greater Georgia,~,~,~,~,1, , , , ,0
80-85+,Male and female,Non-Hispanic White,2000-2021,San Francisco-Oakland SMSA,6.15,0.53,5.16,7.28,137, , , , ,2196225
80-85+,Male and female,Non-Hispanic White,2000-2021,Connecticut,1.26,0.2,0.9,1.72,40, , , , ,3098756
80-85+,Male and female,Non-Hispanic White,2000-2021,Hawaii,10.04,1.94,6.61,14.63,27, , , , ,266685
80-85+,Male and female,Non-Hispanic White,2000-2021,Iowa,2.45,0.28,1.93,3.07,76, , , , ,3071397
80-85+,Male and female,Non-Hispanic White,2000-2021,New Mexico,1.88,0.44,1.12,2.98,18, , , , ,957818
80-85+,Male and female,Non-Hispanic White,2000-2021,Seattle (Puget Sound),3.45,0.34,2.81,4.19,103, , , , ,2971799
80-85+,Male and female,Non-Hispanic White,2000-2021,Utah,4.99,0.61,3.87,6.34,67, , , , ,1343914
80-85+,Male and female,Non-Hispanic White,2000-2021,Atlanta (Metropolitan),2.25,0.46,1.44,3.35,24, , , , ,1054222
80-85+,Male and female,Non-Hispanic White,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
80-85+,Male and female,Non-Hispanic White,2000-2021,San Jose-Monterey,4.11,0.6,3.02,5.46,48, , , , ,1136122
80-85+,Male and female,Non-Hispanic White,2000-2021,Los Angeles,5.24,0.39,4.5,6.06,183, , , , ,3508138
80-85+,Male and female,Non-Hispanic White,2000-2021,Rural Georgia,1.37,1.37,0.03,7.79,1, , , , ,70491
80-85+,Male and female,Non-Hispanic White,2000-2021,California excluding SF/SJM/LA,2.93,0.16,2.62,3.27,322, , , , ,10913574
80-85+,Male and female,Non-Hispanic White,2000-2021,Kentucky,1.62,0.23,1.2,2.14,49, , , , ,3035986
80-85+,Male and female,Non-Hispanic White,2000-2021,Louisiana,2.49,0.32,1.9,3.21,60, , , , ,2405982
80-85+,Male and female,Non-Hispanic White,2000-2021,New Jersey,1.66,0.16,1.36,2.01,108, , , , ,6374788
80-85+,Male and female,Non-Hispanic White,2000-2021,Greater Georgia,1.54,0.22,1.14,2.04,48, , , , ,3117531
80-85+,Male and female,Non-Hispanic Black,2000-2021,San Francisco-Oakland SMSA,0,~,0,1.47,0, , , , ,251818
80-85+,Male and female,Non-Hispanic Black,2000-2021,Connecticut,0,~,0,2.42,0, , , , ,152524
80-85+,Male and female,Non-Hispanic Black,2000-2021,Hawaii,0,~,0,58.49,0, , , , ,6308
80-85+,Male and female,Non-Hispanic Black,2000-2021,Iowa,0,~,0,15.46,0, , , , ,23851
80-85+,Male and female,Non-Hispanic Black,2000-2021,New Mexico,0,~,0,19.26,0, , , , ,19142
80-85+,Male and female,Non-Hispanic Black,2000-2021,Seattle (Puget Sound),1.45,1.45,0.04,8.06,1, , , , ,69533
80-85+,Male and female,Non-Hispanic Black,2000-2021,Utah,0,~,0,68.14,0, , , , ,5411
80-85+,Male and female,Non-Hispanic Black,2000-2021,Atlanta (Metropolitan),0.26,0.26,0.01,1.47,1, , , , ,379249
80-85+,Male and female,Non-Hispanic Black,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
80-85+,Male and female,Non-Hispanic Black,2000-2021,San Jose-Monterey,0,~,0,14.11,0, , , , ,26126
80-85+,Male and female,Non-Hispanic Black,2000-2021,Los Angeles,0.73,0.37,0.2,1.86,4, , , , ,556334
80-85+,Male and female,Non-Hispanic Black,2000-2021,Rural Georgia,3.2,3.2,0.08,17.14,1, , , , ,34072
80-85+,Male and female,Non-Hispanic Black,2000-2021,California excluding SF/SJM/LA,0.26,0.26,0.01,1.45,1, , , , ,388319
80-85+,Male and female,Non-Hispanic Black,2000-2021,Kentucky,0,~,0,2.27,0, , , , ,162805
80-85+,Male and female,Non-Hispanic Black,2000-2021,Louisiana,1.03,0.39,0.41,2.13,7, , , , ,674281
80-85+,Male and female,Non-Hispanic Black,2000-2021,New Jersey,0.17,0.17,0,0.93,1, , , , ,595282
80-85+,Male and female,Non-Hispanic Black,2000-2021,Greater Georgia,0.74,0.33,0.24,1.72,5, , , , ,669213
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,San Francisco-Oakland SMSA,0,~,0,51.49,0, , , , ,7166
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Connecticut,0,~,0,88.23,0, , , , ,4231
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Hawaii,0,~,0,344.18,0, , , , ,1072
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Iowa,0,~,0,141.84,0, , , , ,2600
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,New Mexico,0,~,0,5.19,0, , , , ,71116
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Seattle (Puget Sound),0,~,0,21.44,0, , , , ,17565
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Utah,0,~,0,53.98,0, , , , ,6832
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Atlanta (Metropolitan),0,~,0,191.76,0, , , , ,1948
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Alaska Natives,0,~,0,11.51,0, , , , ,32826
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,San Jose-Monterey,22.24,22.24,0.56,129.42,1, , , , ,4147
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Los Angeles,0,~,0,21.53,0, , , , ,17146
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Rural Georgia,0,~,0,3569.55,0, , , , ,116
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,California excluding SF/SJM/LA,0,~,0,5.11,0, , , , ,72263
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Kentucky,0,~,0,87.52,0, , , , ,4241
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Louisiana,0,~,0,28.69,0, , , , ,12848
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,New Jersey,10.73,10.73,0.27,56.97,1, , , , ,10409
